emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,angle_pitch,angle_roll,angle_yaw
125,126,126,127,126,127,125,126,255,160,243,127,127,127,117,141,33
125,126,126,127,126,127,126,126,255,160,243,127,127,127,117,141,33
126,126,127,128,127,127,126,126,255,160,243,127,127,127,117,141,33
126,126,127,128,127,127,126,126,255,160,243,127,127,127,117,141,33
127,127,127,129,127,128,127,129,255,160,243,127,127,127,117,141,33
127,127,127,129,128,128,127,129,255,160,243,127,127,127,117,141,33
127,126,125,127,126,127,129,130,255,160,243,127,127,127,117,141,33
127,126,125,127,126,127,129,130,255,160,243,127,127,127,117,141,33
127,126,125,127,126,128,129,130,255,160,243,127,127,127,117,141,33
127,126,125,127,126,128,129,129,255,160,243,127,127,127,117,141,33
127,126,125,127,126,128,128,129,255,160,243,127,127,127,117,141,33
127,126,125,128,127,128,128,129,255,160,243,127,127,127,117,141,33
127,126,126,128,127,128,128,129,255,160,243,127,127,127,117,141,33
127,126,126,128,127,128,127,129,255,160,243,127,127,127,117,141,33
130,127,128,130,128,128,131,133,255,160,243,127,127,127,117,141,33
128,127,129,127,126,127,129,131,255,160,243,127,127,127,117,141,33
128,127,129,127,126,127,129,131,255,160,243,127,127,127,117,141,33
129,127,128,127,126,127,130,132,255,160,243,127,127,127,117,141,33
129,127,128,127,127,127,130,132,255,160,243,127,127,127,117,141,33
129,127,128,127,127,127,130,133,255,160,243,127,127,127,117,141,33
130,127,128,128,127,127,130,133,255,160,243,127,127,127,117,141,33
130,127,128,128,127,127,130,133,255,160,243,127,127,127,117,141,33
130,127,128,129,127,127,130,133,255,160,243,127,127,127,117,141,33
130,127,128,129,128,128,131,133,255,160,243,127,127,127,117,141,33
126,126,126,126,127,126,123,125,255,160,243,127,127,127,117,141,33
126,126,126,126,126,126,123,125,255,160,243,127,127,127,117,141,33
126,126,126,126,126,126,123,125,255,160,243,127,127,127,117,141,33
127,126,127,126,126,126,124,126,255,160,243,127,127,127,117,141,33
127,126,127,127,127,126,124,126,255,160,243,127,127,127,117,141,33
127,126,127,127,126,126,124,126,255,160,243,127,127,127,117,141,33
127,126,127,127,126,126,125,126,255,160,243,127,127,127,117,141,33
127,126,127,127,126,126,125,126,255,160,243,127,127,127,117,141,33
127,126,127,127,127,126,125,127,255,160,243,127,127,127,117,141,33
127,126,127,127,126,126,126,127,255,160,243,127,127,127,117,141,33
128,130,130,130,129,128,128,129,255,160,243,127,127,127,117,141,33
128,130,130,130,129,128,129,129,255,160,243,127,127,127,117,141,33
128,130,129,130,129,128,129,129,255,160,243,127,127,127,117,141,33
129,130,129,130,129,128,130,129,255,160,243,127,127,127,117,141,33
128,130,129,130,129,128,130,129,255,160,243,127,127,127,117,141,33
128,130,129,130,129,128,130,130,255,160,243,127,127,127,117,141,33
128,130,128,129,129,128,131,130,255,160,243,127,127,127,117,141,33
128,129,127,129,128,128,131,130,255,160,243,127,127,127,117,141,33
128,129,127,128,128,128,131,130,255,160,243,127,127,127,117,141,33
128,130,130,130,129,127,128,128,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,127,129,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,127,129,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,127,129,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,127,129,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,127,128,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,127,128,255,160,243,127,127,127,117,141,33
127,127,126,127,127,127,127,128,255,160,243,127,127,127,117,141,33
127,127,126,127,127,127,126,127,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,127,129,255,160,243,127,127,127,117,141,33
128,127,126,127,127,127,128,129,255,160,243,127,127,127,117,141,33
124,126,125,122,124,126,120,121,255,160,243,127,127,127,117,141,33
124,127,125,123,125,126,120,121,255,160,243,127,127,127,117,141,33
124,127,126,123,125,126,120,121,255,160,243,127,127,127,117,141,33
124,127,126,123,125,126,121,121,255,160,243,127,127,127,117,141,33
124,127,126,123,125,126,121,121,255,160,243,127,127,127,117,141,33
124,127,126,123,125,126,121,122,255,160,243,127,127,127,117,141,33
125,127,126,123,125,126,121,122,255,160,243,127,127,127,117,141,33
124,126,125,122,124,126,120,121,255,160,243,127,127,127,117,141,33
124,126,125,122,124,126,120,121,255,160,243,127,127,127,117,141,33
124,126,125,122,124,126,120,121,255,160,243,127,127,127,117,141,33
127,126,128,125,126,128,130,132,255,160,243,127,127,127,117,141,33
127,126,127,125,126,128,130,131,255,160,243,127,127,127,117,141,33
127,126,127,125,126,128,130,131,255,160,243,127,127,127,117,141,33
127,126,126,125,126,128,129,130,255,160,243,127,127,127,117,141,33
127,126,125,124,126,128,129,130,255,160,243,127,127,127,117,141,33
127,126,124,124,126,128,128,129,255,160,243,127,127,127,117,141,33
128,126,130,127,127,128,131,132,255,160,243,127,127,127,117,141,33
128,126,129,126,127,128,131,132,255,160,243,127,127,127,117,141,33
128,126,129,125,126,128,131,132,255,160,243,127,127,127,117,141,33
128,126,129,125,126,128,130,132,255,160,243,127,127,127,117,141,33
129,129,129,132,129,127,129,129,255,160,243,127,127,127,117,141,33
129,129,129,131,129,127,129,129,255,160,243,127,127,127,117,141,33
130,129,129,131,129,127,130,130,255,160,243,127,127,127,117,141,33
130,130,128,130,129,128,130,130,255,160,243,127,127,127,117,141,33
130,130,128,129,128,128,131,131,255,160,243,127,127,127,117,141,33
127,127,128,130,128,126,126,127,255,160,243,127,127,127,117,141,33
128,128,129,130,128,126,127,128,255,160,243,127,127,127,117,141,33
128,128,129,131,128,126,127,128,255,160,243,127,127,127,117,141,33
128,128,129,131,128,126,127,128,255,160,243,127,127,127,117,141,33
129,128,129,132,129,127,128,129,255,160,243,127,127,127,117,141,33
